Categories,year,total,flesch_kincaid_Mean,flesch_kincaid_Min,flesch_kincaid_Max,smog_Mean,smog_Min,smog_Max,length_Mean,length_Min,length_Max,ChildCount
entertainment;newsandmedia;searchenginesandportals,2013,2,13.60889023,13.60631801,13.61146244,16.906954,16.88721491,16.92669309,32975,32969,32981,2
entertainment;newsandmedia;searchenginesandportals,2014,2,13.55983575,13.471795,13.64787651,16.88721491,16.88721491,16.88721491,33527,32927,34127,2
entertainment;newsandmedia;searchenginesandportals,2015,2,13.58172633,13.58172633,13.58172633,16.80791676,16.80791676,16.80791676,31730,31730,31730,2
entertainment;newsandmedia;searchenginesandportals,2016,2,13.58172633,13.58172633,13.58172633,16.80791676,16.80791676,16.80791676,31730,31730,31730,2
entertainment;newsandmedia;searchenginesandportals,2017,2,13.58172633,13.58172633,13.58172633,16.80791676,16.80791676,16.80791676,31730,31730,31730,2
entertainment;newsandmedia;searchenginesandportals,2018,2,13.65522992,13.65522992,13.65522992,16.56721497,16.56721497,16.56721497,32608,32608,32608,2
entertainment;newsandmedia;searchenginesandportals,2019,2,13.61332969,13.58532859,13.64133079,16.54694628,16.52667758,16.56721497,32604,32588,32620,2
entertainment;newsandmedia;shopping,2004,2,12.44897767,12.44897767,12.44897767,,,,3476,3476,3476,0
entertainment;newsandmedia;shopping,2005,2,12.44897767,12.44897767,12.44897767,,,,3476,3476,3476,0
entertainment;newsandmedia;shopping,2006,2,12.44897767,12.44897767,12.44897767,,,,3457,3457,3457,0
entertainment;newsandmedia;shopping,2007,3,12.44618052,12.44338336,12.44897767,,,,3316.666667,3040,3457,0
entertainment;newsandmedia;shopping,2008,6,12.79253388,12.32487653,13.36991877,15.13752101,14.64941154,15.38157575,4556.333333,3040,6668,2
entertainment;newsandmedia;shopping,2009,3,12.43929883,12.32487653,12.54404228,14.7662623,14.64941154,14.88311306,6028.666667,3457,7961,0
entertainment;newsandmedia;shopping,2010,5,13.04836063,12.54404228,13.77375102,14.897979,14.45898005,15.38157575,8216,5252,10471,1
entertainment;newsandmedia;shopping,2011,6,12.69196753,10.79398618,13.77375102,14.71819491,14.31402892,15.38157575,8035.5,5252,10646,2
entertainment;newsandmedia;shopping,2012,4,12.30692142,11.09736965,13.76292428,14.49939495,13.50681897,15.38157575,9677.5,5252,16346,1
entertainment;newsandmedia;shopping,2013,3,11.79776927,11.09736965,13.19856852,14.20533469,13.50681897,14.55459255,11114,8556,16230,0
entertainment;newsandmedia;shopping,2014,5,12.84930326,11.09736965,13.77375102,14.47456612,13.24136018,15.68848315,12675.8,5252,16833,1
entertainment;newsandmedia;shopping,2015,6,13.23914635,12.74786963,13.77375102,14.69700332,13.24136018,15.68848315,13075.33333,5252,18066,2
entertainment;newsandmedia;shopping,2016,5,13.16113722,12.74786963,13.77375102,14.5514122,13.24136018,15.6451,15908.8,5252,23196,2
entertainment;newsandmedia;shopping,2017,4,13.83548232,13.57351645,14.09744819,15.14725577,14.64941154,15.6451,21820,20444,23196,2
entertainment;newsandmedia;shopping,2018,4,13.32164793,10.54691222,15.03048276,14.17255161,13.5591,15.24766489,32103.25,22992,36772,4
entertainment;newsandmedia;shopping,2019,4,13.79667924,12.84475323,14.75087928,14.35994343,14.11778686,14.6021,30322.75,23869,36781,4
entertainment;newsandmedia;sports,2000,6,12.8394751,8.867527273,15.28900332,15.55787943,15.55787943,15.55787943,6366.166667,1042,13068,2
entertainment;newsandmedia;sports,2001,8,14.18604558,8.864133333,17.61878808,15.55787943,15.55787943,15.55787943,4908.625,1062,13068,2
entertainment;newsandmedia;sports,2002,10,14.44311294,12.5270331,17.61878808,16.04301099,15.55787943,17.23854248,5803.7,1062,13038,3
entertainment;newsandmedia;sports,2003,12,14.08152069,12.5270331,17.61878808,15.97790188,15.55787943,16.76809479,7908.75,1034,15102,5
entertainment;newsandmedia;sports,2004,9,14.10142158,13.13911454,17.61878808,15.54031203,15.47004243,15.55787943,7960.111111,1034,15102,4
entertainment;newsandmedia;sports,2005,8,13.37317017,11.4949528,16.31835973,14.90961727,13.18742774,15.55787943,10911.75,1034,21968,5
entertainment;newsandmedia;sports,2006,12,12.10984547,10.35152981,14.44966019,14.85235549,12.96874232,15.73171695,12455.33333,1487,27372,9
entertainment;newsandmedia;sports,2007,11,13.49778941,10.60346809,16.29886792,15.47947964,15.06678064,16.11434528,10708.54545,1416,31224,6
entertainment;newsandmedia;sports,2008,13,14.29478747,11.67943978,16.29886792,15.82104122,14.7901945,18.24360595,11748.53846,1416,31398,8
entertainment;newsandmedia;sports,2009,11,13.93299395,10.38963619,16.29886792,15.946617,14.31402892,18.24360595,11073.90909,1416,31389,7
entertainment;newsandmedia;sports,2010,21,13.76731421,11.185,16.15948701,16.192221,14.7901945,18.24360595,9817.714286,1887,31389,14
entertainment;newsandmedia;sports,2011,22,13.28679121,11.185,15.67745588,15.39700624,14.6021,16.40432271,11148.90909,1887,35783,12
entertainment;newsandmedia;sports,2012,29,13.1858899,10.81852851,15.67745588,15.89909616,14.55459255,18.24360595,13222.86207,1887,38819,18
entertainment;newsandmedia;sports,2013,40,13.8341521,10.81852851,15.92285343,15.82273227,14.36255379,18.27955013,13518.4,3437,39794,26
entertainment;newsandmedia;sports,2014,45,13.28226275,10.49219131,17.23485135,15.17063283,12.39948678,18.27955013,11486.22222,1917,39794,28
entertainment;newsandmedia;sports,2015,50,13.35072367,8.684141026,17.23485135,15.27133077,12.39948678,18.24360595,12093.62,1917,51549,33
entertainment;newsandmedia;sports,2016,65,13.35252936,10.49219131,17.23485135,15.55382658,12.39948678,18.56409048,13090.76923,1917,51580,39
entertainment;newsandmedia;sports,2017,63,13.36498148,10.26504953,16.5857887,15.59987604,12.34062658,18.42248207,14556.22222,1917,51580,37
entertainment;newsandmedia;sports,2018,49,13.43707197,9.926231884,16.5857887,15.86139238,12.04049591,18.59929004,20463.02041,1917,36225,31
entertainment;newsandmedia;sports,2019,46,12.99233876,9.912065018,15.53460699,15.3205938,11.97924847,18.42248207,20154.91304,1917,46192,26
entertainment;newsandmedia;streamingmedia,2004,1,13.18851743,13.18851743,13.18851743,15.11225768,15.11225768,15.11225768,13279,13279,13279,1
entertainment;newsandmedia;streamingmedia,2005,4,13.37188299,13.18851743,13.48392336,15.35691182,15.11225768,15.60156596,7779.25,1697,14444,2
entertainment;newsandmedia;streamingmedia,2006,3,14.42467168,13.0794067,16.710685,16.21730157,15.15756279,17.27704034,10427.66667,1697,15959,2
entertainment;newsandmedia;streamingmedia,2007,3,11.65721669,9.465230386,13.0794067,15.08934624,15.02112968,15.15756279,8415.333333,2358,13627,2
entertainment;newsandmedia;streamingmedia,2008,7,13.27505486,9.526202626,16.1150452,15.7348497,15.02112968,16.6479251,11802.85714,2351,27531,4
entertainment;newsandmedia;streamingmedia,2009,8,13.08635844,9.526202626,16.1150452,15.53117696,15.02112968,16.6479251,13145.375,2351,27531,5
entertainment;newsandmedia;streamingmedia,2010,11,13.36347364,9.526202626,16.1150452,15.72337604,15.02112968,16.6479251,12486.72727,2287,27531,6
entertainment;newsandmedia;streamingmedia,2011,7,12.90479807,9.526202626,16.1150452,15.02235096,13.50681897,15.6451,12893.14286,2287,27531,5
entertainment;newsandmedia;streamingmedia,2012,13,13.19556511,11.2254172,15.06418873,15.36721707,13.50681897,17.91617709,14886.07692,2287,38819,10
entertainment;newsandmedia;streamingmedia,2013,19,13.871464,11.2254172,15.10727081,15.58273644,13.50681897,17.91617709,17869.68421,4673,39794,17
entertainment;newsandmedia;streamingmedia,2014,19,14.45544893,11.2254172,17.23485135,16.00713165,13.50681897,17.91617709,16851.68421,4673,39794,17
entertainment;newsandmedia;streamingmedia,2015,22,14.10427366,11.2254172,17.23485135,15.78513244,13.50681897,17.91617709,15807.68182,4673,51549,18
entertainment;newsandmedia;streamingmedia,2016,20,14.66371961,11.2254172,17.23485135,16.13641966,13.50681897,17.91617709,18994.45,3494,51580,16
entertainment;newsandmedia;streamingmedia,2017,19,14.62366186,12.20349389,16.92422052,16.1609817,14.55459255,17.91617709,20398.21053,1197,51580,16
entertainment;newsandmedia;streamingmedia,2018,12,14.05324977,11.57886801,16.67532311,15.6273806,13.18742774,17.76830261,16711,5383,46931,10
entertainment;newsandmedia;streamingmedia,2019,16,14.20066241,11.57886801,17.34304385,15.51291795,13.18742774,16.96605863,18215.75,5383,39261,12
entertainment;newsandmedia;vehicles,2009,1,12.12287865,12.12287865,12.12287865,13.50681897,13.50681897,13.50681897,6740,6740,6740,0
entertainment;newsandmedia;vehicles,2010,2,12.12287865,12.12287865,12.12287865,13.50681897,13.50681897,13.50681897,6740,6740,6740,0
entertainment;newsandmedia;vehicles,2011,2,12.12287865,12.12287865,12.12287865,13.50681897,13.50681897,13.50681897,6740,6740,6740,0
entertainment;newsandmedia;vehicles,2012,2,12.4130289,12.12287865,12.70317915,13.50681897,13.50681897,13.50681897,4528,2316,6740,0
entertainment;newsandmedia;vehicles,2013,2,12.70317915,12.70317915,12.70317915,,,,2316,2316,2316,0
entertainment;newsandmedia;vehicles,2014,2,14.16041441,14.16041441,14.16041441,,,,2297,2297,2297,0
entertainment;newsandmedia;vehicles,2015,2,14.16041441,14.16041441,14.16041441,,,,2297,2297,2297,0
entertainment;newsandmedia;vehicles,2016,2,14.16041441,14.16041441,14.16041441,,,,2297,2297,2297,0
entertainment;newsandmedia;vehicles,2017,2,14.16041441,14.16041441,14.16041441,,,,2297,2297,2297,0
entertainment;newsandmedia;vehicles,2018,1,15.55588854,15.55588854,15.55588854,17.08348895,17.08348895,17.08348895,43613,43613,43613,1
entertainment;newsandmedia;vehicles,2019,1,15.55588854,15.55588854,15.55588854,17.08348895,17.08348895,17.08348895,43613,43613,43613,1
entertainment;religion,2010,1,16.14120901,16.14120901,16.14120901,18.56409048,18.56409048,18.56409048,5341,5341,5341,0
entertainment;religion,2011,2,16.56924818,16.56924818,16.56924818,19.0156027,19.0156027,19.0156027,5865,5865,5865,0
entertainment;religion,2012,2,15.1587307,13.74821321,16.56924818,16.99545275,14.97530281,19.0156027,9265.5,5865,12666,1
entertainment;religion,2013,2,13.74821321,13.74821321,13.74821321,14.97530281,14.97530281,14.97530281,12650,12634,12666,2
entertainment;religion,2014,2,13.74821321,13.74821321,13.74821321,14.97530281,14.97530281,14.97530281,12634,12634,12634,2
entertainment;religion,2015,4,12.78234786,11.8164825,13.74821321,14.18838075,13.40145869,14.97530281,10877,9120,12634,4
entertainment;religion,2016,4,12.78234786,11.8164825,13.74821321,14.18838075,13.40145869,14.97530281,10877,9120,12634,4
entertainment;religion,2017,4,12.54192296,11.8164825,13.74821321,14.25647127,13.40145869,15.24766489,8946.5,4912,12634,3
entertainment;religion,2019,1,13.31869987,13.31869987,13.31869987,14.55459255,14.55459255,14.55459255,16109,16109,16109,1
entertainment;religion;streamingmedia,2006,1,13.09718013,13.09718013,13.09718013,15.29246565,15.29246565,15.29246565,7085,7085,7085,1
entertainment;religion;streamingmedia,2007,2,13.31619401,13.09718013,13.5352079,15.35917715,15.29246565,15.42588865,13161,7085,19237,2
entertainment;religion;streamingmedia,2008,2,13.63976485,13.63391646,13.64561324,15.31429327,15.20269789,15.42588865,18872.5,18550,19195,2
entertainment;religion;streamingmedia,2009,2,13.64561324,13.64561324,13.64561324,15.20269789,15.20269789,15.20269789,19195,19195,19195,2
entertainment;religion;streamingmedia,2010,2,13.64561324,13.64561324,13.64561324,15.20269789,15.20269789,15.20269789,19195,19195,19195,2
entertainment;religion;streamingmedia,2011,2,13.62213896,13.59866467,13.64561324,15.18013034,15.15756279,15.20269789,19183.5,19172,19195,2
entertainment;religion;streamingmedia,2012,2,13.59866467,13.59866467,13.59866467,15.15756279,15.15756279,15.15756279,19172,19172,19172,2
entertainment;religion;streamingmedia,2013,2,12.94074244,12.91592939,12.96555549,15.17843928,14.97530281,15.38157575,24404.5,23575,25234,2
entertainment;religion;streamingmedia,2016,2,13.36408411,13.36408411,13.36408411,14.83674596,14.83674596,14.83674596,25519,25519,25519,2
entertainment;religion;streamingmedia,2017,2,13.36408411,13.36408411,13.36408411,14.83674596,14.83674596,14.83674596,25519,25519,25519,2
entertainment;religion;streamingmedia,2018,2,16.50538001,16.50538001,16.50538001,16.6881,16.6881,16.6881,21317,21317,21317,2
entertainment;religion;streamingmedia,2019,2,16.50538001,16.50538001,16.50538001,16.6881,16.6881,16.6881,21317,21317,21317,2
entertainment;searchenginesandportals,2013,1,13.57872144,13.57872144,13.57872144,14.92929796,14.92929796,14.92929796,12123,12123,12123,1
entertainment;searchenginesandportals,2014,2,13.29363769,13.18087244,13.40640293,14.64321115,14.26529262,15.02112968,9577,7481,11673,2
entertainment;searchenginesandportals,2015,1,13.18087244,13.18087244,13.18087244,14.26529262,14.26529262,14.26529262,11673,11673,11673,1
entertainment;searchenginesandportals,2016,2,12.06603242,11.92008373,12.21198112,13.65832258,13.34837121,13.96827395,142411,129995,154827,2
entertainment;searchenginesandportals,2017,2,12.4987055,12.40253398,12.59487703,13.97802562,13.40145869,14.55459255,163042.5,162272,163813,2
entertainment;searchenginesandportals,2018,1,12.74836981,12.74836981,12.74836981,13.24136018,13.24136018,13.24136018,184437,184437,184437,1
entertainment;searchenginesandportals,2019,1,12.82923779,12.82923779,12.82923779,13.18742774,13.18742774,13.18742774,219566,219566,219566,1
entertainment;shopping,2000,10,10.55244346,7.099419192,13.30853456,13.04435639,10.93419731,15.38157575,5227.8,227,11982,4
entertainment;shopping,2001,26,11.64285497,7.099419192,15.59314815,13.61522935,11.27519041,16.56721497,5222.269231,206,17305,12
entertainment;shopping,2002,41,12.08516561,7.099419192,15.59314815,14.54273708,11.27519041,16.92669309,5166.756098,206,15366,18
entertainment;shopping,2003,47,12.06010097,9.012059801,15.77882233,14.64624988,11.27519041,16.92669309,5801.595745,685,23482,20
entertainment;shopping,2004,52,11.92107662,9.012059801,15.52842126,14.54477761,11.27519041,16.92669309,5540.076923,685,23828,15
entertainment;shopping,2005,68,12.10972616,8.339911776,15.66367102,14.35913879,11.27519041,17.08348895,5301.044118,685,23469,25
entertainment;shopping,2006,107,12.1678369,7.231538462,17.6813536,14.48536306,11.27519041,18.80882812,5559.981308,685,25948,37
entertainment;shopping,2007,147,12.20601564,7.749807111,17.79679598,14.7581356,11.07235135,19.4546323,6434.095238,685,25948,61
entertainment;shopping,2008,172,12.24120517,7.46959596,18.23333333,14.75584158,11.27519041,19.42128082,6128.011628,940,23450,65
entertainment;shopping,2009,207,12.29946372,7.003102804,17.79358187,14.72553607,11.27519041,19.0156027,6715.864734,638,23450,87
entertainment;shopping,2010,279,12.42599973,7.102916667,18.62283487,14.67004054,11.27519041,18.73929462,6679.83871,734,40282,114
entertainment;shopping,2011,345,12.48112061,8.339911776,18.64979716,14.88312565,11.27519041,18.73929462,7048.17971,480,30790,133
entertainment;shopping,2012,426,12.50648688,7.596818668,19.06178146,14.72565227,10.57760985,19.52113169,7048.021127,729,34120,182
entertainment;shopping,2013,466,12.4759032,8.319876543,19.06178146,14.81670543,11.27519041,20.8601,7684.227468,729,40672,203
entertainment;shopping,2014,500,12.55960136,8.319876543,18.33693845,14.88290432,11.27519041,20.8601,8304.586,725,40672,214
entertainment;shopping,2015,567,12.77633694,8.156215054,18.33693845,15.02910391,10.1257567,20.8601,8580.811287,725,43235,250
entertainment;shopping,2016,581,12.88616218,8.156215054,18.73178691,15.11196977,10.1257567,20.8601,9013.213425,878,79595,272
entertainment;shopping,2017,527,13.03978835,8.319876543,18.33693845,15.2739414,11.27519041,20.8601,10279.85579,885,79595,278
entertainment;shopping,2018,416,13.01199744,7.342876344,17.33528915,15.21281796,9.029198982,21.07355051,12393.15144,890,79595,233
entertainment;shopping,2019,426,13.07236652,7.342876344,28.68606247,15.21743048,9.029198982,21.87410539,13528.59155,890,55938,247
entertainment;shopping;sports,2006,1,11.58784825,11.58784825,11.58784825,14.06817629,14.06817629,14.06817629,5545,5545,5545,1
entertainment;shopping;sports,2007,4,13.09671876,11.58784825,15.42148741,14.96643201,14.06817629,16.52667758,7782.75,5545,10026,2
entertainment;shopping;sports,2008,4,12.68876968,11.58784825,13.78969112,14.63543709,14.06817629,15.20269789,7763,5534,9992,2
entertainment;shopping;sports,2009,7,12.52908937,11.42827887,13.78969112,14.52572354,13.86744224,15.20269789,7578.428571,5528,9976,4
entertainment;shopping;sports,2010,8,12.57867933,11.42827887,14.21160609,14.460301,13.86744224,15.24766489,8312.5,5528,12293,8
entertainment;shopping;sports,2011,9,12.75945266,11.42827887,14.21160609,14.5963513,13.86744224,15.47004243,9626.111111,5660,14427,8
entertainment;shopping;sports,2012,11,12.73782665,11.42827887,14.73107787,14.11471776,13.86744224,14.7901945,8282.818182,4820,15576,9
entertainment;shopping;sports,2013,12,12.48369152,10.9608,14.63256544,14.13017311,13.86744224,14.74345646,8830.083333,1831,15576,10
entertainment;shopping;sports,2014,13,12.17787828,9.946701441,13.50817958,14.2851551,13.13320456,15.5140388,8557.076923,5656,13785,12
entertainment;shopping;sports,2015,15,12.35377839,9.946701441,13.72661917,14.4548414,13.13320456,15.60156596,8435.4,5656,13785,13
entertainment;shopping;sports,2016,11,12.4613366,11.42827887,13.50817958,14.63785193,13.86744224,15.5140388,9138.727273,5656,14350,11
entertainment;shopping;sports,2017,12,12.4391301,11.5084637,13.2622549,14.69596347,14.01833969,15.5140388,8956.416667,5656,14350,12
entertainment;shopping;sports,2018,10,12.30015948,11.24106293,13.2622549,14.592944,13.7143939,15.5140388,7801.9,5656,14350,10
entertainment;shopping;sports,2019,9,12.37532827,11.24106293,13.2622549,14.66198203,13.7143939,15.5140388,8038,5656,14350,9
entertainment;shopping;streamingmedia,2001,1,15.24616817,15.24616817,15.24616817,15.81774264,15.81774264,15.81774264,11141,11141,11141,1
entertainment;shopping;streamingmedia,2005,2,12.52179487,12.52179487,12.52179487,,,,830,830,830,0
entertainment;shopping;streamingmedia,2006,2,12.52179487,12.52179487,12.52179487,,,,830,830,830,0
entertainment;shopping;streamingmedia,2007,2,12.52179487,12.52179487,12.52179487,,,,830,830,830,0
entertainment;shopping;streamingmedia,2008,2,12.52179487,12.52179487,12.52179487,,,,830,830,830,0
entertainment;shopping;streamingmedia,2009,2,12.52179487,12.52179487,12.52179487,,,,830,830,830,0
entertainment;shopping;streamingmedia,2010,6,12.60444363,11.77139785,13.06229089,16.76809479,16.76809479,16.76809479,10576.16667,789,25006,4
entertainment;shopping;streamingmedia,2011,8,12.64363723,10.88403727,16.35518182,17.12337417,16.40432271,17.84242563,11625.375,789,26680,4
entertainment;shopping;streamingmedia,2012,12,12.96593861,10.88403727,16.35518182,17.84242563,17.84242563,17.84242563,9140.25,798,22892,6
entertainment;shopping;streamingmedia,2013,9,11.83236086,10.88403727,12.4011068,,,,5192.444444,1058,17995,5
entertainment;shopping;streamingmedia,2014,10,12.39319964,11.22606625,14.27777289,,,,6387.7,1058,18776,6
entertainment;shopping;streamingmedia,2015,9,12.91676513,11.22606625,14.27777289,,,,6838.444444,1058,17503,6
entertainment;shopping;streamingmedia,2016,8,13.02666216,12.4011068,14.27777289,,,,5565.875,1345,17503,5
entertainment;shopping;streamingmedia,2017,9,13.02666216,12.4011068,14.27777289,,,,5118.777778,1345,17503,5
entertainment;shopping;streamingmedia,2018,5,12.77935495,11.21892581,15.02809524,14.55459255,14.55459255,14.55459255,10555.2,1542,25710,2
entertainment;shopping;streamingmedia,2019,7,12.3268251,11.12526024,15.25585269,15.43835747,14.55459255,16.3221224,12773.85714,1552,54234,2
entertainment;shopping;travel,2002,2,10.51663936,10.41762645,10.61565227,13.60996396,13.45427322,13.76565471,6656.5,6602,6711,0
entertainment;shopping;travel,2003,2,10.42507787,10.42507787,10.42507787,12.74508487,12.74508487,12.74508487,7403,7403,7403,0
entertainment;shopping;travel,2004,2,10.42507787,10.42507787,10.42507787,12.74508487,12.74508487,12.74508487,7403,7403,7403,0
entertainment;shopping;travel,2005,2,10.42507787,10.42507787,10.42507787,12.74508487,12.74508487,12.74508487,7403,7403,7403,0
entertainment;shopping;travel,2006,2,12.21326498,12.21326498,12.21326498,15.06678064,15.06678064,15.06678064,7249,7249,7249,0
entertainment;shopping;travel,2008,2,11.96705453,11.72084408,12.21326498,15.06678064,15.06678064,15.06678064,9592,7352,11832,0
entertainment;shopping;travel,2009,2,12.02660395,12.01866537,12.03454254,15.37956437,15.15756279,15.60156596,13733,13036,14430,0
entertainment;shopping;travel,2010,3,12.6679199,12.03454254,13.93467464,15.29988716,14.69652958,15.60156596,17222.33333,14430,22807,1
entertainment;shopping;travel,2011,3,12.70139109,12.03454254,14.0350882,15.34662596,14.83674596,15.60156596,17331.66667,14430,23135,1
entertainment;shopping;travel,2012,6,13.70229298,12.32527918,14.74651158,15.22865894,14.83674596,15.60156596,17552.83333,12713,23136,4
entertainment;shopping;travel,2013,4,13.93832238,12.32527918,14.7322548,15.64080607,14.83674596,16.23940671,17631,13001,23136,3
entertainment;shopping;travel,2014,4,14.08469985,12.3567974,14.66066734,15.93483745,15.02112968,16.23940671,15715.25,11348,17171,3
entertainment;shopping;travel,2015,6,13.97278606,12.3567974,14.66066734,15.94453994,15.02112968,16.23940671,15718.83333,11348,17171,4
entertainment;shopping;travel,2016,4,13.77344706,12.88622678,14.66066734,15.69848475,15.15756279,16.23940671,15824.5,14489,17160,2
entertainment;shopping;travel,2017,6,13.77231509,12.88622678,14.66066734,16.21183732,15.15756279,17.23854248,19826.33333,14489,27830,4
entertainment;shopping;travel,2018,6,13.98983843,13.77005116,14.42914668,16.67832146,15.55787943,17.23854248,24387,17502,27830,4
entertainment;shopping;travel,2019,6,13.98992719,13.77031744,14.42914668,16.67832146,15.55787943,17.23854248,24386.66667,17502,27829,4
entertainment;shopping;vehicles,2011,2,12.670534,12.670534,12.670534,14.7901945,14.7901945,14.7901945,7199,7199,7199,2
entertainment;shopping;vehicles,2012,3,13.21891095,12.670534,14.31566484,15.34187386,14.7901945,16.44523258,10146.33333,7199,16041,3
entertainment;shopping;vehicles,2013,3,13.21891095,12.670534,14.31566484,15.34187386,14.7901945,16.44523258,10146.33333,7199,16041,3
entertainment;shopping;vehicles,2014,4,13.40550184,12.670534,14.17964297,15.52515632,14.7901945,16.28082958,11674.25,7199,16179,4
entertainment;shopping;vehicles,2015,4,13.32966344,12.670534,14.10129638,15.60685654,14.7901945,16.60763045,11653,7199,16120,4
entertainment;shopping;vehicles,2016,2,12.670534,12.670534,12.670534,14.7901945,14.7901945,14.7901945,7199,7199,7199,2
entertainment;shopping;vehicles,2017,4,13.22690454,12.670534,13.78327508,15.51480061,14.7901945,16.23940671,11623,7199,16047,4
entertainment;shopping;vehicles,2018,2,13.38436698,12.63536628,14.13336768,15.39315103,14.88311306,15.90318901,10957,7321,14593,2
entertainment;shopping;vehicles,2019,3,14.04041999,13.85793522,14.13336768,16.01526158,15.90318901,16.23940671,15075,14585,16047,3
entertainment;shopping;weapons,1999,1,13.71320346,13.71320346,13.71320346,,,,2189,2189,2189,1
entertainment;shopping;weapons,2000,2,13.71320346,13.71320346,13.71320346,,,,2189,2189,2189,2
entertainment;shopping;weapons,2001,1,14.57647059,14.57647059,14.57647059,,,,2035,2035,2035,1
entertainment;shopping;weapons,2002,2,14.37738199,14.21752465,14.53723934,15.73105173,15.60156596,15.86053751,8880,8183,9577,2
entertainment;shopping;weapons,2003,2,14.19427366,14.19427366,14.19427366,15.81774264,15.81774264,15.81774264,10296,10296,10296,2
entertainment;shopping;weapons,2004,2,14.19427366,14.19427366,14.19427366,15.81774264,15.81774264,15.81774264,10296,10296,10296,2
entertainment;shopping;weapons,2005,2,14.21103886,14.19427366,14.22780405,15.75311289,15.68848315,15.81774264,10693.5,10296,11091,2
entertainment;shopping;weapons,2006,2,14.22780405,14.22780405,14.22780405,15.68848315,15.68848315,15.68848315,11091,11091,11091,2
entertainment;shopping;weapons,2007,2,14.25581537,13.44269151,15.06893924,18.70441146,18.70441146,18.70441146,11787,2204,21370,1
entertainment;shopping;weapons,2008,2,15.74265394,13.92441429,17.56089359,15.7123429,14.69652958,16.72815622,16700,16620,16780,0
entertainment;shopping;weapons,2009,2,13.85887491,13.79333554,13.92441429,14.69652958,14.69652958,14.69652958,16923,16715,17131,0
entertainment;shopping;weapons,2010,4,13.79333554,13.79333554,13.79333554,14.69652958,14.69652958,14.69652958,9351,1571,17131,0
entertainment;shopping;weapons,2011,3,13.74976632,13.74976632,13.74976632,14.74345646,14.74345646,14.74345646,6777.333333,1571,17190,0
entertainment;shopping;weapons,2012,4,13.74976632,13.74976632,13.74976632,14.74345646,14.74345646,14.74345646,9380,1570,17190,0
entertainment;shopping;weapons,2013,4,13.74976632,13.74976632,13.74976632,14.74345646,14.74345646,14.74345646,9380,1570,17190,0
entertainment;shopping;weapons,2014,4,13.74976632,13.74976632,13.74976632,14.74345646,14.74345646,14.74345646,9380,1570,17190,0
entertainment;shopping;weapons,2015,2,16.44668309,16.44668309,16.44668309,18.6344097,18.6344097,18.6344097,12858,12858,12858,2
entertainment;shopping;weapons,2016,3,15.58528589,13.8450482,16.45540473,17.27447065,14.55459255,18.6344097,14710,12866,18398,2
entertainment;shopping;weapons,2017,3,14.69485808,13.78412131,16.45540473,15.81809829,14.26529262,18.6344097,16665.66667,12866,18733,1
entertainment;shopping;weapons,2018,3,14.38719514,12.92205938,16.45540473,15.55511901,13.76565471,18.6344097,14594.33333,12184,18733,1
entertainment;shopping;weapons,2019,1,14.01820069,14.01820069,14.01820069,14.36255379,14.36255379,14.36255379,17227,17227,17227,0
entertainment;socialnetworking,2011,1,12.27773827,12.27773827,12.27773827,15.47004243,15.47004243,15.47004243,9357,9357,9357,0
entertainment;socialnetworking;vehicles,2016,1,14.15146433,14.15146433,14.15146433,13.76565471,13.76565471,13.76565471,17657,17657,17657,1
entertainment;socialnetworking;vehicles,2019,1,14.15792366,14.15792366,14.15792366,13.76565471,13.76565471,13.76565471,17519,17519,17519,1
entertainment;sports,1998,1,14.63325896,14.63325896,14.63325896,,,,1640,1640,1640,0
entertainment;sports,1999,2,13.69565083,12.7580427,14.63325896,14.21634208,14.21634208,14.21634208,4939,1640,8238,1
entertainment;sports,2000,19,12.06530109,9.800997245,14.18048897,14.22959647,12.39948678,15.6451,6999.263158,1264,14722,9
entertainment;sports,2001,31,11.78056538,8.211875458,13.8925658,14.52901854,12.5161,15.6451,5664.645161,1218,15914,11
entertainment;sports,2002,35,12.00183651,8.211875458,14.3886507,15.10747218,13.76565471,17.23854248,5945.771429,1223,14912,18
entertainment;sports,2003,41,12.29370508,9.729271709,14.60158793,15.24151002,13.76565471,16.92669309,6468.682927,1613,17572,19
entertainment;sports,2004,60,12.64178309,7.390185185,16.02503123,15.37495396,13.7143939,17.27704034,7171.2,966,25580,25
entertainment;sports,2005,62,12.74281809,9.046774194,16.02503123,15.4488488,13.7143939,17.08348895,7045.951613,1689,23322,25
entertainment;sports,2006,85,12.79161244,9.046774194,16.42863683,15.39822346,13.45427322,18.17145992,6871.258824,1613,26782,33
entertainment;sports,2007,79,13.0999308,9.046774194,17.20090108,15.64976016,13.34837121,18.17145992,7711.43038,1613,27597,30
entertainment;sports,2008,129,13.27426505,7.926229442,16.38951791,15.50703269,10.86419502,18.17145992,7523.984496,671,27992,74
entertainment;sports,2009,149,13.24179586,7.926229442,16.38951791,15.40368004,10.86419502,17.4299955,8106.221477,648,29855,88
entertainment;sports,2010,240,13.39439232,7.926229442,16.75399182,15.53627899,10.86419502,18.27955013,8285.308333,648,44198,158
entertainment;sports,2011,280,13.45872437,7.321631844,16.62819736,15.23331512,10.50422373,18.27955013,9022.267857,509,41390,173
entertainment;sports,2012,342,13.61412383,7.321631844,23.84355279,15.1627156,10.50422373,21.19438992,9528.175439,509,41390,205
